name,owner,url,stars,age,primary_language,total_releases,index
Hystrix,Netflix,git@github.com:Netflix/Hystrix.git,23842,11,{'name': 'Java'},79.0,273
Telegram,DrKLO,git@github.com:DrKLO/Telegram.git,23555,10,{'name': 'Java'},89.0,274
ruoyi-vue-pro,YunaiV,git@github.com:YunaiV/ruoyi-vue-pro.git,23222,3,{'name': 'Java'},24.0,275
skywalking,apache,git@github.com:apache/skywalking.git,23115,8,{'name': 'Java'},58.0,276
flink,apache,git@github.com:apache/flink.git,23015,9,{'name': 'Java'},,277
gson,google,git@github.com:google/gson.git,22893,9,{'name': 'Java'},6.0,278
libgdx,libgdx,git@github.com:libgdx/libgdx.git,22596,11,{'name': 'Java'},11.0,279
redisson,redisson,git@github.com:redisson/redisson.git,22562,10,{'name': 'Java'},144.0,280
jenkins,jenkinsci,git@github.com:jenkinsci/jenkins.git,22245,13,{'name': 'Java'},327.0,281
bazel,bazelbuild,git@github.com:bazelbuild/bazel.git,22184,9,{'name': 'Java'},137.0,282
Sentinel,alibaba,git@github.com:alibaba/Sentinel.git,21868,5,{'name': 'Java'},24.0,283
ExoPlayer,google,git@github.com:google/ExoPlayer.git,21417,9,{'name': 'Java'},28.0,284
Mindustry,Anuken,git@github.com:Anuken/Mindustry.git,20844,6,{'name': 'Java'},160.0,285
eladmin,elunez,git@github.com:elunez/eladmin.git,20705,5,{'name': 'Java'},1.0,286
rocketmq,apache,git@github.com:apache/rocketmq.git,20418,7,{'name': 'Java'},18.0,287
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,git@github.com:EnterpriseQualityCoding/FizzBuzzEnterpriseEdition.git,20356,11,{'name': 'Java'},,288
JavaGuide,Snailclimb,git@github.com:Snailclimb/JavaGuide.git,142029,5,{'name': 'Java'},,289
GitHub-Chinese-Top-Charts,GrowingGit,git@github.com:GrowingGit/GitHub-Chinese-Top-Charts.git,86694,4,{'name': 'Java'},,290
java-design-patterns,iluwatar,git@github.com:iluwatar/java-design-patterns.git,86133,9,{'name': 'Java'},,291
LeetCodeAnimation,MisterBooo,git@github.com:MisterBooo/LeetCodeAnimation.git,74856,5,{'name': 'Java'},,292
mall,macrozheng,git@github.com:macrozheng/mall.git,74843,5,{'name': 'Java'},3.0,293
advanced-java,doocs,git@github.com:doocs/advanced-java.git,73880,5,{'name': 'Java'},1.0,294
spring-boot,spring-projects,git@github.com:spring-projects/spring-boot.git,72280,11,{'name': 'Java'},269.0,295
hello-algo,krahets,git@github.com:krahets/hello-algo.git,71994,1,{'name': 'Java'},7.0,296
elasticsearch,elastic,git@github.com:elastic/elasticsearch.git,67155,14,{'name': 'Java'},138.0,297
interviews,kdn251,git@github.com:kdn251/interviews.git,61415,7,{'name': 'Java'},,298
Java,TheAlgorithms,git@github.com:TheAlgorithms/Java.git,56297,7,{'name': 'Java'},,299
spring-framework,spring-projects,git@github.com:spring-projects/spring-framework.git,54805,13,{'name': 'Java'},285.0,300
guava,google,git@github.com:google/guava.git,49237,9,{'name': 'Java'},43.0,301
RxJava,ReactiveX,git@github.com:ReactiveX/RxJava.git,47589,11,{'name': 'Java'},233.0,302
ghidra,NationalSecurityAgency,git@github.com:NationalSecurityAgency/ghidra.git,46922,5,{'name': 'Java'},33.0,303
dubbo,apache,git@github.com:apache/dubbo.git,39918,11,{'name': 'Java'},95.0,304
jadx,skylot,git@github.com:skylot/jadx.git,38561,11,{'name': 'Java'},28.0,305
jeecg-boot,jeecgboot,git@github.com:jeecgboot/jeecg-boot.git,37420,5,{'name': 'Java'},37.0,306
MPAndroidChart,PhilJay,git@github.com:PhilJay/MPAndroidChart.git,37184,9,{'name': 'Java'},44.0,307
dbeaver,dbeaver,git@github.com:dbeaver/dbeaver.git,36960,8,{'name': 'Java'},196.0,308
tutorials,eugenp,git@github.com:eugenp/tutorials.git,35814,10,{'name': 'Java'},,309
hello-algorithm,geekxh,git@github.com:geekxh/hello-algorithm.git,34619,3,{'name': 'Java'},,310
lottie-android,airbnb,git@github.com:airbnb/lottie-android.git,34612,7,{'name': 'Java'},49.0,311
arthas,alibaba,git@github.com:alibaba/arthas.git,34489,5,{'name': 'Java'},52.0,312
glide,bumptech,git@github.com:bumptech/glide.git,34286,10,{'name': 'Java'},47.0,313
AndroidUtilCode,Blankj,git@github.com:Blankj/AndroidUtilCode.git,32866,7,{'name': 'Java'},117.0,314
netty,netty,git@github.com:netty/netty.git,32624,13,{'name': 'Java'},,315
zxing,zxing,git@github.com:zxing/zxing.git,32124,12,{'name': 'Java'},31.0,316
spring-boot-demo,xkcoding,git@github.com:xkcoding/spring-boot-demo.git,31810,6,{'name': 'Java'},,317
halo,halo-dev,git@github.com:halo-dev/halo.git,31030,6,{'name': 'Java'},160.0,318
easyexcel,alibaba,git@github.com:alibaba/easyexcel.git,30707,6,{'name': 'Java'},10.0,319
termux-app,termux,git@github.com:termux/termux-app.git,29919,8,{'name': 'Java'},89.0,320
spring-boot-examples,ityouknow,git@github.com:ityouknow/spring-boot-examples.git,29849,7,{'name': 'Java'},,321
selenium,SeleniumHQ,git@github.com:SeleniumHQ/selenium.git,29085,11,{'name': 'Java'},91.0,322
nacos,alibaba,git@github.com:alibaba/nacos.git,28819,5,{'name': 'Java'},62.0,323
apollo,apolloconfig,git@github.com:apolloconfig/apollo.git,28719,8,{'name': 'Java'},39.0,324
leetcode,doocs,git@github.com:doocs/leetcode.git,28433,5,{'name': 'Java'},19.0,325
NewPipe,TeamNewPipe,git@github.com:TeamNewPipe/NewPipe.git,28176,8,{'name': 'Java'},128.0,326
hutool,dromara,git@github.com:dromara/hutool.git,28144,9,{'name': 'Java'},139.0,327
SpringAll,wuyouzhuguli,git@github.com:wuyouzhuguli/SpringAll.git,27668,5,{'name': 'Java'},,328
druid,alibaba,git@github.com:alibaba/druid.git,27586,12,{'name': 'Java'},50.0,329
canal,alibaba,git@github.com:alibaba/canal.git,27572,11,{'name': 'Java'},29.0,330
spring-cloud-alibaba,alibaba,git@github.com:alibaba/spring-cloud-alibaba.git,27139,6,{'name': 'Java'},38.0,331
kafka,apache,git@github.com:apache/kafka.git,27086,12,{'name': 'Java'},,332
JCSprout,crossoverJie,git@github.com:crossoverJie/JCSprout.git,27073,6,{'name': 'Java'},,333
vhr,lenve,git@github.com:lenve/vhr.git,26885,6,{'name': 'Java'},,334
xxl-job,xuxueli,git@github.com:xuxueli/xxl-job.git,26298,8,{'name': 'Java'},32.0,335
miaosha,qiurunze123,git@github.com:qiurunze123/miaosha.git,26028,5,{'name': 'Java'},,336
fastjson,alibaba,git@github.com:alibaba/fastjson.git,25603,12,{'name': 'Java'},84.0,337
butterknife,JakeWharton,git@github.com:JakeWharton/butterknife.git,25580,11,{'name': 'Java'},,338
toBeTopJavaer,hollischuang,git@github.com:hollischuang/toBeTopJavaer.git,25130,5,{'name': 'Java'},,339
proxyee-down,proxyee-down-org,git@github.com:proxyee-down-org/proxyee-down.git,24985,6,{'name': 'Java'},49.0,340
incubator-seata,apache,git@github.com:apache/incubator-seata.git,24866,5,{'name': 'Java'},39.0,341
Signal-Android,signalapp,git@github.com:signalapp/Signal-Android.git,24795,12,{'name': 'Java'},,342
SmartRefreshLayout,scwang90,git@github.com:scwang90/SmartRefreshLayout.git,24643,6,{'name': 'Java'},12.0,343
EventBus,greenrobot,git@github.com:greenrobot/EventBus.git,24565,11,{'name': 'Java'},7.0,344
Hystrix,Netflix,git@github.com:Netflix/Hystrix.git,23842,11,{'name': 'Java'},79.0,345
Telegram,DrKLO,git@github.com:DrKLO/Telegram.git,23555,10,{'name': 'Java'},89.0,346
ruoyi-vue-pro,YunaiV,git@github.com:YunaiV/ruoyi-vue-pro.git,23222,3,{'name': 'Java'},24.0,347
skywalking,apache,git@github.com:apache/skywalking.git,23115,8,{'name': 'Java'},58.0,348
flink,apache,git@github.com:apache/flink.git,23015,9,{'name': 'Java'},,349
gson,google,git@github.com:google/gson.git,22893,9,{'name': 'Java'},6.0,350
libgdx,libgdx,git@github.com:libgdx/libgdx.git,22596,11,{'name': 'Java'},11.0,351
redisson,redisson,git@github.com:redisson/redisson.git,22562,10,{'name': 'Java'},144.0,352
jenkins,jenkinsci,git@github.com:jenkinsci/jenkins.git,22245,13,{'name': 'Java'},327.0,353
bazel,bazelbuild,git@github.com:bazelbuild/bazel.git,22184,9,{'name': 'Java'},137.0,354
Sentinel,alibaba,git@github.com:alibaba/Sentinel.git,21868,5,{'name': 'Java'},24.0,355
ExoPlayer,google,git@github.com:google/ExoPlayer.git,21417,9,{'name': 'Java'},28.0,356
Mindustry,Anuken,git@github.com:Anuken/Mindustry.git,20844,6,{'name': 'Java'},160.0,357
eladmin,elunez,git@github.com:elunez/eladmin.git,20705,5,{'name': 'Java'},1.0,358
rocketmq,apache,git@github.com:apache/rocketmq.git,20418,7,{'name': 'Java'},18.0,359
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,git@github.com:EnterpriseQualityCoding/FizzBuzzEnterpriseEdition.git,20356,11,{'name': 'Java'},,360
JavaGuide,Snailclimb,git@github.com:Snailclimb/JavaGuide.git,142029,5,{'name': 'Java'},,361
GitHub-Chinese-Top-Charts,GrowingGit,git@github.com:GrowingGit/GitHub-Chinese-Top-Charts.git,86694,4,{'name': 'Java'},,362
java-design-patterns,iluwatar,git@github.com:iluwatar/java-design-patterns.git,86133,9,{'name': 'Java'},,363
LeetCodeAnimation,MisterBooo,git@github.com:MisterBooo/LeetCodeAnimation.git,74856,5,{'name': 'Java'},,364
mall,macrozheng,git@github.com:macrozheng/mall.git,74843,5,{'name': 'Java'},3.0,365
advanced-java,doocs,git@github.com:doocs/advanced-java.git,73880,5,{'name': 'Java'},1.0,366
spring-boot,spring-projects,git@github.com:spring-projects/spring-boot.git,72280,11,{'name': 'Java'},269.0,367
hello-algo,krahets,git@github.com:krahets/hello-algo.git,71994,1,{'name': 'Java'},7.0,368
elasticsearch,elastic,git@github.com:elastic/elasticsearch.git,67155,14,{'name': 'Java'},138.0,369
interviews,kdn251,git@github.com:kdn251/interviews.git,61415,7,{'name': 'Java'},,370
Java,TheAlgorithms,git@github.com:TheAlgorithms/Java.git,56297,7,{'name': 'Java'},,371
spring-framework,spring-projects,git@github.com:spring-projects/spring-framework.git,54805,13,{'name': 'Java'},285.0,372
guava,google,git@github.com:google/guava.git,49237,9,{'name': 'Java'},43.0,373
RxJava,ReactiveX,git@github.com:ReactiveX/RxJava.git,47589,11,{'name': 'Java'},233.0,374
ghidra,NationalSecurityAgency,git@github.com:NationalSecurityAgency/ghidra.git,46922,5,{'name': 'Java'},33.0,375
dubbo,apache,git@github.com:apache/dubbo.git,39918,11,{'name': 'Java'},95.0,376
jadx,skylot,git@github.com:skylot/jadx.git,38561,11,{'name': 'Java'},28.0,377
jeecg-boot,jeecgboot,git@github.com:jeecgboot/jeecg-boot.git,37420,5,{'name': 'Java'},37.0,378
MPAndroidChart,PhilJay,git@github.com:PhilJay/MPAndroidChart.git,37184,9,{'name': 'Java'},44.0,379
dbeaver,dbeaver,git@github.com:dbeaver/dbeaver.git,36960,8,{'name': 'Java'},196.0,380
tutorials,eugenp,git@github.com:eugenp/tutorials.git,35814,10,{'name': 'Java'},,381
hello-algorithm,geekxh,git@github.com:geekxh/hello-algorithm.git,34619,3,{'name': 'Java'},,382
lottie-android,airbnb,git@github.com:airbnb/lottie-android.git,34612,7,{'name': 'Java'},49.0,383
arthas,alibaba,git@github.com:alibaba/arthas.git,34489,5,{'name': 'Java'},52.0,384
glide,bumptech,git@github.com:bumptech/glide.git,34286,10,{'name': 'Java'},47.0,385
AndroidUtilCode,Blankj,git@github.com:Blankj/AndroidUtilCode.git,32866,7,{'name': 'Java'},117.0,386
netty,netty,git@github.com:netty/netty.git,32624,13,{'name': 'Java'},,387
zxing,zxing,git@github.com:zxing/zxing.git,32124,12,{'name': 'Java'},31.0,388
spring-boot-demo,xkcoding,git@github.com:xkcoding/spring-boot-demo.git,31810,6,{'name': 'Java'},,389
halo,halo-dev,git@github.com:halo-dev/halo.git,31030,6,{'name': 'Java'},160.0,390
easyexcel,alibaba,git@github.com:alibaba/easyexcel.git,30707,6,{'name': 'Java'},10.0,391
termux-app,termux,git@github.com:termux/termux-app.git,29919,8,{'name': 'Java'},89.0,392
spring-boot-examples,ityouknow,git@github.com:ityouknow/spring-boot-examples.git,29849,7,{'name': 'Java'},,393
selenium,SeleniumHQ,git@github.com:SeleniumHQ/selenium.git,29085,11,{'name': 'Java'},91.0,394
nacos,alibaba,git@github.com:alibaba/nacos.git,28819,5,{'name': 'Java'},62.0,395
apollo,apolloconfig,git@github.com:apolloconfig/apollo.git,28719,8,{'name': 'Java'},39.0,396
leetcode,doocs,git@github.com:doocs/leetcode.git,28433,5,{'name': 'Java'},19.0,397
NewPipe,TeamNewPipe,git@github.com:TeamNewPipe/NewPipe.git,28176,8,{'name': 'Java'},128.0,398
hutool,dromara,git@github.com:dromara/hutool.git,28144,9,{'name': 'Java'},139.0,399
SpringAll,wuyouzhuguli,git@github.com:wuyouzhuguli/SpringAll.git,27668,5,{'name': 'Java'},,400
druid,alibaba,git@github.com:alibaba/druid.git,27586,12,{'name': 'Java'},50.0,401
canal,alibaba,git@github.com:alibaba/canal.git,27572,11,{'name': 'Java'},29.0,402
spring-cloud-alibaba,alibaba,git@github.com:alibaba/spring-cloud-alibaba.git,27139,6,{'name': 'Java'},38.0,403
kafka,apache,git@github.com:apache/kafka.git,27086,12,{'name': 'Java'},,404
JCSprout,crossoverJie,git@github.com:crossoverJie/JCSprout.git,27073,6,{'name': 'Java'},,405
vhr,lenve,git@github.com:lenve/vhr.git,26885,6,{'name': 'Java'},,406
xxl-job,xuxueli,git@github.com:xuxueli/xxl-job.git,26298,8,{'name': 'Java'},32.0,407
miaosha,qiurunze123,git@github.com:qiurunze123/miaosha.git,26028,5,{'name': 'Java'},,408
fastjson,alibaba,git@github.com:alibaba/fastjson.git,25603,12,{'name': 'Java'},84.0,409
butterknife,JakeWharton,git@github.com:JakeWharton/butterknife.git,25580,11,{'name': 'Java'},,410
toBeTopJavaer,hollischuang,git@github.com:hollischuang/toBeTopJavaer.git,25130,5,{'name': 'Java'},,411
proxyee-down,proxyee-down-org,git@github.com:proxyee-down-org/proxyee-down.git,24985,6,{'name': 'Java'},49.0,412
incubator-seata,apache,git@github.com:apache/incubator-seata.git,24866,5,{'name': 'Java'},39.0,413
Signal-Android,signalapp,git@github.com:signalapp/Signal-Android.git,24795,12,{'name': 'Java'},,414
SmartRefreshLayout,scwang90,git@github.com:scwang90/SmartRefreshLayout.git,24643,6,{'name': 'Java'},12.0,415
EventBus,greenrobot,git@github.com:greenrobot/EventBus.git,24565,11,{'name': 'Java'},7.0,416
Hystrix,Netflix,git@github.com:Netflix/Hystrix.git,23842,11,{'name': 'Java'},79.0,417
Telegram,DrKLO,git@github.com:DrKLO/Telegram.git,23555,10,{'name': 'Java'},89.0,418
ruoyi-vue-pro,YunaiV,git@github.com:YunaiV/ruoyi-vue-pro.git,23222,3,{'name': 'Java'},24.0,419
skywalking,apache,git@github.com:apache/skywalking.git,23115,8,{'name': 'Java'},58.0,420
flink,apache,git@github.com:apache/flink.git,23015,9,{'name': 'Java'},,421
gson,google,git@github.com:google/gson.git,22893,9,{'name': 'Java'},6.0,422
libgdx,libgdx,git@github.com:libgdx/libgdx.git,22596,11,{'name': 'Java'},11.0,423
redisson,redisson,git@github.com:redisson/redisson.git,22562,10,{'name': 'Java'},144.0,424
jenkins,jenkinsci,git@github.com:jenkinsci/jenkins.git,22245,13,{'name': 'Java'},327.0,425
bazel,bazelbuild,git@github.com:bazelbuild/bazel.git,22184,9,{'name': 'Java'},137.0,426
Sentinel,alibaba,git@github.com:alibaba/Sentinel.git,21868,5,{'name': 'Java'},24.0,427
ExoPlayer,google,git@github.com:google/ExoPlayer.git,21417,9,{'name': 'Java'},28.0,428
Mindustry,Anuken,git@github.com:Anuken/Mindustry.git,20844,6,{'name': 'Java'},160.0,429
eladmin,elunez,git@github.com:elunez/eladmin.git,20705,5,{'name': 'Java'},1.0,430
rocketmq,apache,git@github.com:apache/rocketmq.git,20418,7,{'name': 'Java'},18.0,431
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,git@github.com:EnterpriseQualityCoding/FizzBuzzEnterpriseEdition.git,20356,11,{'name': 'Java'},,432
JavaGuide,Snailclimb,git@github.com:Snailclimb/JavaGuide.git,142029,5,{'name': 'Java'},,433
GitHub-Chinese-Top-Charts,GrowingGit,git@github.com:GrowingGit/GitHub-Chinese-Top-Charts.git,86694,4,{'name': 'Java'},,434
java-design-patterns,iluwatar,git@github.com:iluwatar/java-design-patterns.git,86133,9,{'name': 'Java'},,435
LeetCodeAnimation,MisterBooo,git@github.com:MisterBooo/LeetCodeAnimation.git,74856,5,{'name': 'Java'},,436
mall,macrozheng,git@github.com:macrozheng/mall.git,74843,5,{'name': 'Java'},3.0,437
advanced-java,doocs,git@github.com:doocs/advanced-java.git,73880,5,{'name': 'Java'},1.0,438
spring-boot,spring-projects,git@github.com:spring-projects/spring-boot.git,72280,11,{'name': 'Java'},269.0,439
hello-algo,krahets,git@github.com:krahets/hello-algo.git,71994,1,{'name': 'Java'},7.0,440
elasticsearch,elastic,git@github.com:elastic/elasticsearch.git,67155,14,{'name': 'Java'},138.0,441
interviews,kdn251,git@github.com:kdn251/interviews.git,61415,7,{'name': 'Java'},,442
Java,TheAlgorithms,git@github.com:TheAlgorithms/Java.git,56297,7,{'name': 'Java'},,443
spring-framework,spring-projects,git@github.com:spring-projects/spring-framework.git,54805,13,{'name': 'Java'},285.0,444
guava,google,git@github.com:google/guava.git,49237,9,{'name': 'Java'},43.0,445
RxJava,ReactiveX,git@github.com:ReactiveX/RxJava.git,47589,11,{'name': 'Java'},233.0,446
ghidra,NationalSecurityAgency,git@github.com:NationalSecurityAgency/ghidra.git,46922,5,{'name': 'Java'},33.0,447
dubbo,apache,git@github.com:apache/dubbo.git,39918,11,{'name': 'Java'},95.0,448
jadx,skylot,git@github.com:skylot/jadx.git,38561,11,{'name': 'Java'},28.0,449
jeecg-boot,jeecgboot,git@github.com:jeecgboot/jeecg-boot.git,37420,5,{'name': 'Java'},37.0,450
MPAndroidChart,PhilJay,git@github.com:PhilJay/MPAndroidChart.git,37184,9,{'name': 'Java'},44.0,451
dbeaver,dbeaver,git@github.com:dbeaver/dbeaver.git,36960,8,{'name': 'Java'},196.0,452
tutorials,eugenp,git@github.com:eugenp/tutorials.git,35814,10,{'name': 'Java'},,453
hello-algorithm,geekxh,git@github.com:geekxh/hello-algorithm.git,34619,3,{'name': 'Java'},,454
lottie-android,airbnb,git@github.com:airbnb/lottie-android.git,34612,7,{'name': 'Java'},49.0,455
arthas,alibaba,git@github.com:alibaba/arthas.git,34489,5,{'name': 'Java'},52.0,456
glide,bumptech,git@github.com:bumptech/glide.git,34286,10,{'name': 'Java'},47.0,457
AndroidUtilCode,Blankj,git@github.com:Blankj/AndroidUtilCode.git,32866,7,{'name': 'Java'},117.0,458
netty,netty,git@github.com:netty/netty.git,32624,13,{'name': 'Java'},,459
zxing,zxing,git@github.com:zxing/zxing.git,32124,12,{'name': 'Java'},31.0,460
spring-boot-demo,xkcoding,git@github.com:xkcoding/spring-boot-demo.git,31810,6,{'name': 'Java'},,461
halo,halo-dev,git@github.com:halo-dev/halo.git,31030,6,{'name': 'Java'},160.0,462
easyexcel,alibaba,git@github.com:alibaba/easyexcel.git,30707,6,{'name': 'Java'},10.0,463
termux-app,termux,git@github.com:termux/termux-app.git,29919,8,{'name': 'Java'},89.0,464
spring-boot-examples,ityouknow,git@github.com:ityouknow/spring-boot-examples.git,29849,7,{'name': 'Java'},,465
selenium,SeleniumHQ,git@github.com:SeleniumHQ/selenium.git,29085,11,{'name': 'Java'},91.0,466
nacos,alibaba,git@github.com:alibaba/nacos.git,28819,5,{'name': 'Java'},62.0,467
apollo,apolloconfig,git@github.com:apolloconfig/apollo.git,28719,8,{'name': 'Java'},39.0,468
leetcode,doocs,git@github.com:doocs/leetcode.git,28433,5,{'name': 'Java'},19.0,469
NewPipe,TeamNewPipe,git@github.com:TeamNewPipe/NewPipe.git,28176,8,{'name': 'Java'},128.0,470
hutool,dromara,git@github.com:dromara/hutool.git,28144,9,{'name': 'Java'},139.0,471
SpringAll,wuyouzhuguli,git@github.com:wuyouzhuguli/SpringAll.git,27668,5,{'name': 'Java'},,472
druid,alibaba,git@github.com:alibaba/druid.git,27586,12,{'name': 'Java'},50.0,473
canal,alibaba,git@github.com:alibaba/canal.git,27572,11,{'name': 'Java'},29.0,474
spring-cloud-alibaba,alibaba,git@github.com:alibaba/spring-cloud-alibaba.git,27139,6,{'name': 'Java'},38.0,475
kafka,apache,git@github.com:apache/kafka.git,27086,12,{'name': 'Java'},,476
JCSprout,crossoverJie,git@github.com:crossoverJie/JCSprout.git,27073,6,{'name': 'Java'},,477
vhr,lenve,git@github.com:lenve/vhr.git,26885,6,{'name': 'Java'},,478
xxl-job,xuxueli,git@github.com:xuxueli/xxl-job.git,26298,8,{'name': 'Java'},32.0,479
miaosha,qiurunze123,git@github.com:qiurunze123/miaosha.git,26028,5,{'name': 'Java'},,480
fastjson,alibaba,git@github.com:alibaba/fastjson.git,25603,12,{'name': 'Java'},84.0,481
butterknife,JakeWharton,git@github.com:JakeWharton/butterknife.git,25580,11,{'name': 'Java'},,482
toBeTopJavaer,hollischuang,git@github.com:hollischuang/toBeTopJavaer.git,25130,5,{'name': 'Java'},,483
proxyee-down,proxyee-down-org,git@github.com:proxyee-down-org/proxyee-down.git,24985,6,{'name': 'Java'},49.0,484
incubator-seata,apache,git@github.com:apache/incubator-seata.git,24866,5,{'name': 'Java'},39.0,485
Signal-Android,signalapp,git@github.com:signalapp/Signal-Android.git,24795,12,{'name': 'Java'},,486
SmartRefreshLayout,scwang90,git@github.com:scwang90/SmartRefreshLayout.git,24643,6,{'name': 'Java'},12.0,487
EventBus,greenrobot,git@github.com:greenrobot/EventBus.git,24565,11,{'name': 'Java'},7.0,488
Hystrix,Netflix,git@github.com:Netflix/Hystrix.git,23842,11,{'name': 'Java'},79.0,489
Telegram,DrKLO,git@github.com:DrKLO/Telegram.git,23555,10,{'name': 'Java'},89.0,490
ruoyi-vue-pro,YunaiV,git@github.com:YunaiV/ruoyi-vue-pro.git,23222,3,{'name': 'Java'},24.0,491
skywalking,apache,git@github.com:apache/skywalking.git,23115,8,{'name': 'Java'},58.0,492
flink,apache,git@github.com:apache/flink.git,23015,9,{'name': 'Java'},,493
gson,google,git@github.com:google/gson.git,22893,9,{'name': 'Java'},6.0,494
libgdx,libgdx,git@github.com:libgdx/libgdx.git,22596,11,{'name': 'Java'},11.0,495
redisson,redisson,git@github.com:redisson/redisson.git,22562,10,{'name': 'Java'},144.0,496
jenkins,jenkinsci,git@github.com:jenkinsci/jenkins.git,22245,13,{'name': 'Java'},327.0,497
bazel,bazelbuild,git@github.com:bazelbuild/bazel.git,22184,9,{'name': 'Java'},137.0,498
Sentinel,alibaba,git@github.com:alibaba/Sentinel.git,21868,5,{'name': 'Java'},24.0,499
ExoPlayer,google,git@github.com:google/ExoPlayer.git,21417,9,{'name': 'Java'},28.0,500
Mindustry,Anuken,git@github.com:Anuken/Mindustry.git,20844,6,{'name': 'Java'},160.0,501
eladmin,elunez,git@github.com:elunez/eladmin.git,20705,5,{'name': 'Java'},1.0,502
rocketmq,apache,git@github.com:apache/rocketmq.git,20418,7,{'name': 'Java'},18.0,503
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,git@github.com:EnterpriseQualityCoding/FizzBuzzEnterpriseEdition.git,20356,11,{'name': 'Java'},,504
JavaGuide,Snailclimb,git@github.com:Snailclimb/JavaGuide.git,142029,5,{'name': 'Java'},,505
GitHub-Chinese-Top-Charts,GrowingGit,git@github.com:GrowingGit/GitHub-Chinese-Top-Charts.git,86694,4,{'name': 'Java'},,506
java-design-patterns,iluwatar,git@github.com:iluwatar/java-design-patterns.git,86133,9,{'name': 'Java'},,507
LeetCodeAnimation,MisterBooo,git@github.com:MisterBooo/LeetCodeAnimation.git,74856,5,{'name': 'Java'},,508
mall,macrozheng,git@github.com:macrozheng/mall.git,74843,5,{'name': 'Java'},3.0,509
advanced-java,doocs,git@github.com:doocs/advanced-java.git,73880,5,{'name': 'Java'},1.0,510
spring-boot,spring-projects,git@github.com:spring-projects/spring-boot.git,72280,11,{'name': 'Java'},269.0,511
hello-algo,krahets,git@github.com:krahets/hello-algo.git,71994,1,{'name': 'Java'},7.0,512
elasticsearch,elastic,git@github.com:elastic/elasticsearch.git,67155,14,{'name': 'Java'},138.0,513
interviews,kdn251,git@github.com:kdn251/interviews.git,61415,7,{'name': 'Java'},,514
Java,TheAlgorithms,git@github.com:TheAlgorithms/Java.git,56297,7,{'name': 'Java'},,515
spring-framework,spring-projects,git@github.com:spring-projects/spring-framework.git,54805,13,{'name': 'Java'},285.0,516
guava,google,git@github.com:google/guava.git,49237,9,{'name': 'Java'},43.0,517
RxJava,ReactiveX,git@github.com:ReactiveX/RxJava.git,47589,11,{'name': 'Java'},233.0,518
ghidra,NationalSecurityAgency,git@github.com:NationalSecurityAgency/ghidra.git,46922,5,{'name': 'Java'},33.0,519
dubbo,apache,git@github.com:apache/dubbo.git,39918,11,{'name': 'Java'},95.0,520
jadx,skylot,git@github.com:skylot/jadx.git,38561,11,{'name': 'Java'},28.0,521
jeecg-boot,jeecgboot,git@github.com:jeecgboot/jeecg-boot.git,37420,5,{'name': 'Java'},37.0,522
MPAndroidChart,PhilJay,git@github.com:PhilJay/MPAndroidChart.git,37184,9,{'name': 'Java'},44.0,523
dbeaver,dbeaver,git@github.com:dbeaver/dbeaver.git,36960,8,{'name': 'Java'},196.0,524
tutorials,eugenp,git@github.com:eugenp/tutorials.git,35814,10,{'name': 'Java'},,525
hello-algorithm,geekxh,git@github.com:geekxh/hello-algorithm.git,34619,3,{'name': 'Java'},,526
lottie-android,airbnb,git@github.com:airbnb/lottie-android.git,34612,7,{'name': 'Java'},49.0,527
arthas,alibaba,git@github.com:alibaba/arthas.git,34489,5,{'name': 'Java'},52.0,528
glide,bumptech,git@github.com:bumptech/glide.git,34286,10,{'name': 'Java'},47.0,529
AndroidUtilCode,Blankj,git@github.com:Blankj/AndroidUtilCode.git,32866,7,{'name': 'Java'},117.0,530
netty,netty,git@github.com:netty/netty.git,32624,13,{'name': 'Java'},,531
zxing,zxing,git@github.com:zxing/zxing.git,32124,12,{'name': 'Java'},31.0,532
spring-boot-demo,xkcoding,git@github.com:xkcoding/spring-boot-demo.git,31810,6,{'name': 'Java'},,533
halo,halo-dev,git@github.com:halo-dev/halo.git,31030,6,{'name': 'Java'},160.0,534
easyexcel,alibaba,git@github.com:alibaba/easyexcel.git,30707,6,{'name': 'Java'},10.0,535
termux-app,termux,git@github.com:termux/termux-app.git,29919,8,{'name': 'Java'},89.0,536
spring-boot-examples,ityouknow,git@github.com:ityouknow/spring-boot-examples.git,29849,7,{'name': 'Java'},,537
selenium,SeleniumHQ,git@github.com:SeleniumHQ/selenium.git,29085,11,{'name': 'Java'},91.0,538
nacos,alibaba,git@github.com:alibaba/nacos.git,28819,5,{'name': 'Java'},62.0,539
apollo,apolloconfig,git@github.com:apolloconfig/apollo.git,28719,8,{'name': 'Java'},39.0,540
leetcode,doocs,git@github.com:doocs/leetcode.git,28433,5,{'name': 'Java'},19.0,541
NewPipe,TeamNewPipe,git@github.com:TeamNewPipe/NewPipe.git,28176,8,{'name': 'Java'},128.0,542
hutool,dromara,git@github.com:dromara/hutool.git,28144,9,{'name': 'Java'},139.0,543
SpringAll,wuyouzhuguli,git@github.com:wuyouzhuguli/SpringAll.git,27668,5,{'name': 'Java'},,544
